86|20160511T154723+0200|w563s4p8-3xpxk-cew7-3sbm-14lziiuzbzi8|65|84
7|20160511T154801+0200|r2ggs754-jr62m-fa4y-8gz6-5pys5wzo4nmr|54|26
34|20160511T154929+0200|z7bqijyb-j5hiq-lthu-6qig-aztlgnd78kfy|74|80
46|20160511T154534+0200|qehznivo-p17sd-xk3g-x567-t8m2pge79zic|5|16
66|20160511T154940+0200|6pt4q73d-3vfmj-vzo7-kkuy-4rkils26x11o|55|55
86|20160511T154445+0200|blx0n4df-b7f0h-goqz-9c5c-vulrwe2t4cuu|81|93
98|20160511T154923+0200|ll8388p1-zp0q9-ibo3-txop-q4htzy8fkaal|10|94
5|20160511T154912+0200|qxbri2eq-9j3iw-abzy-efzr-r4amjqn64z2k|46|39
27|20160511T154229+0200|lw0r76tz-pk15j-gvra-gd9t-lvxzese3nc3p|25|93
70|20160511T154340+0200|ckqmc6b9-9m1s8-kzd2-9ti4-ujfgnb04439l|85|99
82|20160511T154240+0200|xxy0yap0-tp4q1-vqf6-qli6-fg7oveteq5b3|29|94
77|20160511T154850+0200|7opb7gkn-mqvhd-08u1-5ffn-94sffpf7n72w|91|33
98|20160511T154445+0200|bvs3esv4-wihgv-ecjq-1z1e-cvaziynxwrbb|12|74
88|20160511T154901+0200|la7n88bn-odi1b-n3ov-hpg9-2q17sf1rrcsp|27|66
59|20160511T154702+0200|vqfv9wg5-0g227-dq0o-zdgo-8jmrk8a360vo|31|71
33|20160511T154113+0200|ug610xbi-jv4xn-reaf-ru2q-1hhd9yeri7uw|45|20
44|20160511T154707+0200|bebv48n0-74dxw-i9ge-52dy-huj0e259wwda|9|21
24|20160511T154840+0200|11efx16d-0a486-asae-bhvr-g8k4015otqbp|65|46
88|20160511T154850+0200|tzirzyh9-41ksh-gmw4-qhmg-jaocfl5uc75x|96|10
2|20160511T154456+0200|jjq92lq7-z4let-7thf-4im9-bhilo7od6gaj|22|64
85|20160511T154407+0200|y0db96os-5e824-m8d3-2it6-skf5b97ko3dr|35|31
31|20160511T154435+0200|lycin6gc-bavio-qo5o-5fsz-uu4mfeyk9k8o|62|4
75|20160511T154202+0200|a2plejj3-q6qpe-yx4s-lmrn-jk7ym1lb7hmi|14|46
26|20160511T154845+0200|8wn12f9j-fr0yo-wktt-2agx-ekbxnan7mxjb|52|96
