96|20160508T154724+0200|mkzbib55-78tvi-5s9m-bn9u-s9ventdrkv0r|44|24
23|20160508T154308+0200|kmqkkxde-lv7oi-0crk-ivyf-nd3z67dgzeuc|29|45
7|20160508T154645+0200|5gle00h9-m331q-gpan-1f88-cfi1qhgr1bcw|69|56
89|20160508T154319+0200|mkwrwj18-169ua-40ck-d2tj-viy7139h4w3t|64|56
37|20160508T154235+0200|bpf6ftmt-nnus5-phf6-sgxg-yjako966pvic|57|57
41|20160508T154135+0200|w7zq01yn-d2mtd-rdie-45m4-gpeeyauu9zie|77|88
40|20160508T154130+0200|xzychd7m-14ujo-sc5t-sojq-ahj8ix92we29|94|89
71|20160508T154219+0200|2riyq02d-9je8s-35s7-bq8x-w8sgkinag97p|66|95
19|20160508T154724+0200|1icdadl0-5wmk8-24zb-qo4i-15vx7q0u8o9d|47|82
36|20160508T154724+0200|0552bhx8-l7112-jhsh-cqb4-xjghm89fcwiy|65|88
80|20160508T154656+0200|w1ksexgi-rmn69-28my-n2kd-211i91szvqej|48|87
38|20160508T154357+0200|8we3em01-d8nkr-9kf6-fvi8-yw4kjckwgxsg|66|6
51|20160508T154413+0200|c2qlshhe-jr3wc-opcc-sz93-fkfy5cw5mhhs|36|7
16|20160508T154113+0200|v0zu06cr-vp2ux-tlbf-bo1t-jmucfrm6sv0f|91|49
68|20160508T154507+0200|l9607cei-j2bjz-pxft-6dzl-frk0ndi64z6w|9|91
34|20160508T154357+0200|fs423m29-024hx-mn7r-50uq-7juh7xpyq2fw|5|16
15|20160508T154329+0200|cmg4tcl8-zu8e1-ypd4-xtpi-wv8akelyj0lu|36|77
29|20160508T154335+0200|p8j8p61f-23z14-idds-mcpm-3q65w0xodu58|45|57
78|20160508T154602+0200|su35giu1-trfe8-m6w5-jips-mcqpklo5f8sc|68|64
43|20160508T154224+0200|vx03ryv3-rtvyn-430c-wjvr-uxqjjh7c6rxf|27|10
46|20160508T154257+0200|rke5rwsu-naw3h-82cv-cil6-7egypnhqv4me|0|7
95|20160508T154635+0200|095lhnrg-6ldpo-ugre-7xir-w43uek5yov0s|20|51
73|20160508T154113+0200|zzcwwtn4-dnhop-v2fr-y36l-hdpx10pl0j1m|53|15
78|20160508T154135+0200|xwlr73d3-2qlmb-f6ql-vpf0-s43jm75jadsk|74|8
26|20160508T154246+0200|hbw9ehx5-x6yjg-a6zj-n66h-rmec2tbmrzmq|8|96
4|20160508T154057+0200|e8a3kihq-6jzhh-gwly-o94g-9hgckcxyvow8|29|95
17|20160508T154257+0200|ddaiwp07-aqtug-ls5z-ghiq-90f8wyqna6cr|95|43
93|20160508T154329+0200|kijfqpqj-y3fzx-uk72-jhk4-8bg6d0ghwmgb|92|61
93|20160508T154157+0200|rw52ck41-y9bpb-mj2n-2fzv-wh3hf1aoyv5r|24|59
16|20160508T154724+0200|ewmlbcop-adcsh-dzx8-izz4-l15t2qjsjhqu|64|4
78|20160508T154651+0200|yp5ajlzx-kie2j-rwq9-px6h-i9q7vdg4w0fx|66|43
45|20160508T154319+0200|0ukhthee-o93f8-zsfg-if2i-20n989tr94z9|56|58
46|20160508T154813+0200|ycg9603m-niglo-v5up-mh80-w2fkyx7sujvv|54|75
60|20160508T154457+0200|g9cuvew2-5n5w4-ki5h-cusi-g0ikis0p2s0d|17|18
20|20160508T154429+0200|n1dhxjll-rboke-b5v5-mlmi-ncmocgluur2y|77|98
44|20160508T154535+0200|02db7peb-48x0k-3u7b-j65i-d2rcp150wks8|34|31
84|20160508T154529+0200|dr7t3g0h-6gnop-6gpk-z9xw-2xot4ialdkjq|20|22
76|20160508T154424+0200|yulukn7g-9uy04-vjfr-u3xn-titwdkdegsoe|12|87
21|20160508T154435+0200|eexhqu6k-4k59u-it13-jor1-fl7xr409zapc|30|38
67|20160508T154235+0200|urzw6ih1-5nt0q-3j45-ojww-zn2e0e5lv42x|62|30
49|20160508T154402+0200|a5jl0wew-w36av-dn3v-uo4w-l3574zrotxi1|81|66
92|20160508T154740+0200|crzvwm67-5p076-3gf3-ldiw-vxqwdp8b3siq|72|95
98|20160508T154113+0200|5nvsng0r-uqpop-ly4j-s5zz-zh2odmwe4zoi|92|53
42|20160508T154702+0200|t4unpzol-j2fbd-il6i-4rmc-q5lo81mta2fz|83|12
50|20160508T154751+0200|cnjey2pf-wrwxl-jfcs-m6po-7ebhiko4zxof|86|5
59|20160508T154718+0200|u7gu8t20-119f0-ep68-k19c-cr3q58egdqzq|33|89
86|20160508T154756+0200|ddpi6wv7-cvi8c-sp89-3dq8-hhxvrxytea0h|15|84
4|20160508T154513+0200|fum3y0fz-nes3w-f09o-269c-ayhw9b7uoiwd|22|71
87|20160508T154108+0200|bw8eb6qs-t7jj8-pkdc-f9gf-ort2vb2tkr7o|72|45
89|20160508T154546+0200|hoj7hijv-mdfgo-mkxa-w235-t6b0fvfev51h|43|7
31|20160508T154246+0200|i9sa9gnw-emtxc-j8fr-s88h-j6gp8doi78zi|8|59
