67|58.39
80|78.43
64|97.67
40|64.79
62|66.98
88|86.44
94|42.87
67|83.38
71|16.32
82|24.80
6|27.38
2|02.23
15|53.15
40|20.23
25|96.70
16|19.43
76|33.34
19|67.39
76|71.33
27|81.61
56|30.17
36|45.42
49|46.04
42|94.06
39|27.56
30|03.83
44|28.14
28|79.55
9|85.38
14|58.71
79|14.94
5|22.11
69|21.73
69|61.71
82|47.66
34|89.21
70|64.49
6|72.66
92|12.89
49|75.78
12|71.64
83|79.90
19|56.52
81|07.05
82|70.88
45|11.41
41|35.92
71|49.48
67|33.36
64|87.21
36|29.72
47|83.63
37|70.13
99|43.97
84|78.32
43|81.23
67|53.48
11|05.96
24|36.04
23|56.28
13|11.88
54|78.89
19|73.30
1|68.68
97|61.58
86|93.79
62|16.13
56|68.15
33|45.18
31|66.58
55|82.76
77|94.92
21|92.46
0|90.45
53|47.40
4|32.13
81|65.60
59|14.43
48|78.68
99|90.12
88|29.04
3|24.29
42|54.70
30|07.92
80|90.35
57|14.90
17|76.12
75|08.54
63|68.38
73|10.25
91|98.77
9|58.61
26|52.79
27|66.18
14|83.95
92|05.90
83|21.56
27|35.83
67|46.18
43|66.81
12|81.53
50|36.22
91|07.87
26|25.53
26|57.63
91|30.37
66|98.06
22|90.23
46|29.73
67|88.04
27|75.19
5|61.25
44|63.29
4|68.14
70|68.62
69|50.51
26|13.47
42|71.76
45|12.27
18|21.25
60|35.22
86|53.91
35|99.23
77|53.60
40|04.98
6|23.78
15|21.06
32|59.58
38|07.74
65|16.68
43|81.47
91|05.56
6|57.12
45|23.80
17|14.07
80|40.92
38|76.98
17|25.10
30|52.38
23|05.94
24|05.98
62|28.18
49|13.17
41|84.11
69|79.67
66|58.39
22|69.54
75|60.28
30|63.13
59|63.98
86|68.90
15|97.08
18|10.07
9|76.10
96|67.54
24|86.35
68|04.24
0|70.36
52|23.65
96|03.77
1|32.53
20|88.46
99|64.05
62|09.37
37|45.29
14|29.60
23|51.04
68|31.15
44|93.00
64|02.19
91|23.76
52|69.30
88|75.21
20|45.91
20|25.24
58|22.79
21|20.05
50|86.00
38|70.98
28|50.71
73|87.19
7|33.99
64|11.97
76|05.48
12|97.17
15|39.13
93|17.15
81|48.71
94|59.03
65|95.39
32|09.58
24|47.23
55|21.05
51|58.00
29|80.16
20|12.64
59|82.99
42|89.72
45|37.64
24|51.40
98|27.14
93|93.54
15|53.44
66|57.64
74|44.28
98|19.62
29|08.26
24|48.75
27|37.86
90|66.79
11|14.77
5|89.95
82|74.01
14|00.93
32|98.75
46|30.13
54|78.37
6|52.58
18|45.45
73|17.64
30|90.11
82|62.63
85|94.56
55|11.98
37|44.47
17|60.46
90|34.42
35|82.47
60|10.22
55|68.81
38|64.54
52|76.25
11|76.45
27|53.87
41|36.74
43|03.81
83|78.31
85|14.35
50|92.37
37|27.47
27|34.41
25|09.46
31|47.43
85|63.98
72|78.02
33|88.89
5|28.52
98|33.13
37|09.20
50|93.05
74|16.70
56|40.31
74|79.25
41|20.96
72|28.56
62|75.41
70|77.88
61|62.26
32|60.61
15|20.34
7|33.32
98|72.23
12|40.19
44|51.23
64|37.30
38|72.82
81|42.56
85|39.30
21|91.99
43|19.76
45|84.41
3|85.30
53|47.84
69|59.18
53|98.07
11|35.25
47|75.97
22|55.34
99|97.25
19|06.80
45|30.48
61|34.83
65|71.35
2|86.22
28|65.73
48|47.23
5|01.85
50|07.31
59|62.78
81|04.33
73|80.44
60|61.76
44|32.93
52|24.30
89|37.13
34|67.78
26|50.48
32|11.73
24|25.57
54|75.30
70|28.33
50|81.32
46|32.25
38|60.91
85|49.00
91|68.81
74|16.42
93|88.12
33|96.49
59|43.49
34|69.91
59|54.37
20|67.14
18|99.85
