51|20160509T154546+0200|zb643mur-53h47-fesw-pec9-gu3cy77kcf26|56|24
56|20160509T154402+0200|9dnilrrn-upt89-6jai-c9ld-3ff7unvae930|18|9
31|20160509T154529+0200|mzwb88uf-x3n0b-x40m-md1s-486o3d8z55pf|1|3
30|20160509T154907+0200|1v00drr1-x0xpm-roz2-tlm1-0pk2n6ftoskd|39|50
89|20160509T154518+0200|4obhb9bo-jzkhb-c2g2-qtyl-78pnda80qi3v|9|57
40|20160509T154907+0200|bq0yhbci-m7mc6-2cn1-xh07-ku9574b5vn04|33|5
95|20160509T154451+0200|bv0kp85p-3sluw-q9ay-1dyi-a704xg65j38s|9|65
87|20160509T154513+0200|3323ofec-70wsy-vdw2-uet7-3tx0wtsgjd6p|28|19
56|20160509T154713+0200|u92ffv85-yritw-zqc3-lhws-d0hpyjj14lqp|78|36
12|20160509T154751+0200|ahorq6kp-yn74z-hwp0-z511-jo75qz819jhv|16|80
20|20160509T154513+0200|669zpzdx-qkpv9-34c3-qc0d-9qbdqkevk97p|42|29
31|20160509T154645+0200|j13zlq8c-z3g9b-njzl-zarn-duyri040nyix|80|88
56|20160509T154513+0200|on9uj879-rrnyx-u4be-g1df-np717i09p3sp|65|81
29|20160509T154413+0200|myv0ykjy-8913l-28x9-lz29-b036ezdlvaaj|99|69
4|20160509T154923+0200|hjnayrda-0w9nz-ibq5-x3vk-oppa2t3qdaiw|78|82
17|20160509T154418+0200|k8kssdy8-3ylit-9f90-a5af-2sgc93bjfmmw|34|29
69|20160509T154645+0200|0ywg4q9r-pvbyh-vwxk-vudy-vmiog9oslnpb|16|95
32|20160509T154435+0200|kz563jft-89ybg-wsr2-g8c3-7hvds9iqdg7n|3|52
51|20160509T154845+0200|hc9jpbrl-58pdn-gh83-3ivf-xnenltxozlvf|65|77
68|20160509T154923+0200|nakwzkzt-88voo-8yhd-ytwy-ui1l76jde650|17|86
91|20160509T154329+0200|sm091k80-gvumr-maax-nthu-g2h06zv4hm07|55|34
