852|37074.242
502|30661.12
645|29708.701
493|26207.58
932|25336.08
517|24651.62
138|24411.24
650|24405.08
32|24259.479
466|24232.32
467|24154.34
241|24073.281
922|23872.66
833|23064.86
375|22725.5
885|22357.44
904|22327.2
5|21452.97
849|21031.639
820|20789.299
942|20750.102
340|20695.5
840|20399.469
572|19706.398
985|19667.34
404|19583.201
93|19483.521
8|19103.7
295|18887.4
490|18800.32
269|18757.201
950|18711.0
105|18561.201
362|18189.36
761|18145.68
613|18105.36
119|18061.4
15|18016.182
246|18010.44
525|17738.139
786|17579.1
133|17520.93
396|17462.06
137|17129.7
55|17117.309
668|17111.5
568|16991.94
350|16899.75
693|16808.82
273|16474.5
495|16458.26
440|16353.749
454|16219.7
826|16200.801
777|16164.82
529|16108.471
793|16087.681
181|16063.391
329|16016.56
627|15789.76
327|15766.801
882|15765.119
947|15749.369
266|15716.12
477|15684.2
379|15669.569
754|15612.17
264|15542.101
596|15472.1
206|15375.359
175|15292.2
303|15261.54
520|15223.95
262|15195.18
282|15130.501
344|15093.96
674|15093.54
427|15075.061
810|15020.881
866|14879.62
552|14806.82
825|14802.899
910|14767.2
901|14750.96
880|14682.36
553|14651.0
934|14648.48
784|14647.78
393|14570.64
463|14548.8
474|14465.22
829|14311.92
33|14097.72
778|14088.4795
865|14049.28
432|14017.15
790|13998.949
302|13994.399
250|13983.41
494|13945.82
