98|20160505T154945+0200|zhj6u9cv-gau3p-ctwk-lw9u-rclxn0xdnctb|63|44
21|20160505T154929+0200|t2095r1s-gn8yq-bnw3-48yg-i2y3bgqm8sod|85|96
89|20160505T154052+0200|rboz7q8f-j8wm7-kpvu-ur61-9x3dl9er7c3b|67|66
36|20160505T154130+0200|emi0tt4r-sdeb8-txkc-ve9s-azpvtpy02hiq|46|7
27|20160505T154729+0200|b5to2cj7-b7n00-gw1b-9hzs-qqkbzlcjscb9|82|62
83|20160505T154135+0200|g07lr06g-80omp-0td6-p482-zmpiejjnbbdy|84|12
73|20160505T154829+0200|s763r5y6-tac8c-ssvo-0khm-7x9p2yywt0aw|58|12
14|20160505T154635+0200|1vdahmtd-lr54c-wj2k-c1ay-beuy4rt2knnk|56|39
70|20160505T154302+0200|kq1bm188-u7tbo-fxza-xyuf-ho6rx3m1bh2p|49|89
90|20160505T154729+0200|8cc0vrlm-ahhok-8u1h-6epq-dqlag32gpv9z|61|11
21|20160505T154845+0200|x2y36nb5-49zn8-tfoq-oqif-gny701e5szge|30|76
6|20160505T154551+0200|3pqj9p9d-pwcb6-od61-iayg-qubqmuo4peby|7|82
39|20160505T154751+0200|j3dgg4ho-buky4-9yt9-j2ow-mdwgjmpfg3r1|23|33
5|20160505T154940+0200|v085ogdd-ej2zq-jc51-znrq-xe14o9zehngm|26|17
36|20160505T154340+0200|th3wi1il-62ga5-ahin-o0kx-az9368k70sg2|81|18
94|20160505T154629+0200|5t8pvfa1-k7067-3ecw-hfst-cwu5yep5dtkp|35|39
28|20160505T154834+0200|ivyblaof-s8g6w-szef-t8ci-baj0heblv3sr|78|69
57|20160505T154052+0200|71j72j2k-rc26y-w5l3-mzw3-3ktjzoxrh7pv|44|83
42|20160505T154551+0200|b16mpryu-8jxjc-xcck-dp56-49v0x4am1a16|31|67
19|20160505T154446+0200|qhv9kf1d-vyts0-09q1-dk4e-93yqvw06re17|35|42
97|20160505T154141+0200|s1o8jpth-7ceaq-qte7-dqaj-vztf49xhshz3|31|79
94|20160505T154151+0200|fljh3n5r-gbl56-zlve-xim6-l3m61zwste2f|78|13
88|20160505T154130+0200|pnbqf6uq-twpk8-8rcp-fxla-y6kam8plo5nw|4|64
41|20160505T154635+0200|19q40avk-13ehj-a7ot-c25z-6jk59uox5j7c|57|71
63|20160505T154108+0200|csuy5o6h-s2cmp-rh10-o6zy-9olrubl91mp9|84|26
86|20160505T154346+0200|za6mdvt1-ek50l-oe6x-mxre-kjcenhvku8d4|48|41
51|20160505T154513+0200|7635ol3j-l553s-qhuk-iinl-goddg0a8s8fw|89|87
44|20160505T154313+0200|2nzikhwb-4gssd-h3uu-uqr4-5rnqwm6y00tj|2|67
62|20160505T154546+0200|kmydsz6d-a4i88-e165-lf7h-c8a2xz7i2yra|95|1
46|20160505T154645+0200|0n9ixgl4-2k4hz-28ip-bbwa-1smejo34zsko|98|4
98|20160505T154940+0200|s68fuqli-fhnrl-hxvg-2m4r-aijwk9jt0tmw|10|78
95|20160505T154113+0200|52b742es-5k6yz-s3rp-typm-ghqfw9lwoe2p|81|70
15|20160505T154551+0200|avnq9e3l-z09zt-slmw-u5u4-pg6stxf2cnua|86|44
31|20160505T154718+0200|gyu6ue8l-ewdv2-odpq-lzz3-xurn7g54dwod|69|79
6|20160505T154624+0200|svcqhwge-72ak9-t03l-rp66-3tmsatjybry0|30|45
55|20160505T154607+0200|e986b5mp-geehn-uel8-rj7e-jqktaotf5san|48|75
8|20160505T154629+0200|32x9sz4h-a3201-d6w9-mf6q-4cr00w0qhlwk|35|75
63|20160505T154529+0200|lkrsy7pr-98f2t-duxp-rctg-gyr6vzubtq8t|29|60
58|20160505T154529+0200|ndaxetp5-rwnjh-ze2s-2xbb-t1irpjffexrh|19|12
31|20160505T154834+0200|4eux7fmf-xwkwy-2m8r-n0j6-qe5ui1kua1yl|83|60
26|20160505T154551+0200|67lxk8rw-timcj-gr9y-m6a0-aprq4h20s2de|7|67
51|20160505T154440+0200|0hq2trtb-gvjz0-rj17-56de-4vvaxvrqimy9|52|19
82|20160505T154556+0200|codz6rco-qd65q-5wd0-03ij-yhnz3rmgx3lk|61|67
91|20160505T154518+0200|n12ug52h-nhsnh-31z1-vwyf-td6vhnkfh679|60|33
7|20160505T154457+0200|cifk0f0j-8jozw-f3mp-01kq-5v9jikdxvh2i|1|10
93|20160505T154651+0200|05mba473-o7dfb-vcw9-7bs1-l3yhhikjbzpd|93|10
4|20160505T154319+0200|48xsby9g-zxwmu-sxlt-lokz-2gnv2or5stam|3|86
68|20160505T154918+0200|livo43ji-vd3q4-36rw-xwt1-eojtzr8cwns5|55|51
54|20160505T154751+0200|os21ts15-fcj8j-p5hr-werl-l9kxerfqyjfo|87|11
53|20160505T154602+0200|uibs56m8-65ym2-gjee-wiex-vqrqqa9sodx6|78|10
52|20160505T154529+0200|zzn0cxe1-0mnzp-eacm-dexn-45jlbr2bob64|24|40
67|20160505T154124+0200|pzl5dps8-va5wn-uh9j-vfw7-pbjygzijbtqb|43|49
64|20160505T154319+0200|1p2cyrop-okb2e-r1tv-kwe4-9rodc7lpbzdz|88|29
56|20160505T154802+0200|shrwzimd-2lod0-sjfu-tqet-5romb1181a01|71|13
29|20160505T154734+0200|tq8o0csw-uwk9x-qxlu-p6b3-j9h565k9g413|71|12
38|20160505T154713+0200|n55ggzfv-p1vda-sibe-oomm-f54zy84qrdke|58|15
86|20160505T154913+0200|2mij5dvd-s72qi-k8xf-tstt-tk2css7wmnye|23|64
95|20160505T154413+0200|pjcaclk3-hayu3-cvrt-arv9-x2tco4sq8uyo|76|59
15|20160505T154324+0200|ie55h4uu-ob45i-h3ob-d4u2-rnuk3l95megu|16|89
18|20160505T154729+0200|t1zet8j3-254dh-q8nv-6k4w-velm7dqoejs9|54|77
85|20160505T154251+0200|qj50ns3x-yk1mt-63yh-o9ga-3sqrnyzh9v8j|54|90
42|20160505T154718+0200|xpuvccq1-fb9kl-02t5-r3rw-p33dhpgajop1|16|36
41|20160505T154629+0200|digokx17-w7thb-akpl-9q3f-1cwbd0gcm2wc|76|0
52|20160505T154513+0200|ugdgf2sc-ymqf0-p0ym-03n6-pzcwlp1ez3j3|1|7
41|20160505T154329+0200|8l2pv53t-c6r7o-031v-v73k-ldijf1s8liyq|72|1
78|20160505T154141+0200|ze82giyt-4atoo-opak-m9sb-dqaxejsfrzum|49|64
81|20160505T154351+0200|3tglkrut-ih6y1-mfq7-c99u-875ha49c12mk|67|97
86|20160505T154119+0200|rqlqhzhd-9nqub-mp3l-uxlk-7vhh6rj9eebo|11|29
81|20160505T154208+0200|jko7adsw-lmwp5-jrk8-0pt0-rqlm6x0mpg5k|15|31
0|20160505T154602+0200|ugoz9aku-bsero-n6f1-rbfw-kx17k6imjy1a|87|49
57|20160505T154607+0200|q3ezqo0l-bz1f6-tcg7-q0z8-wrtsrqyk7fzg|94|96
15|20160505T154802+0200|b78ko8m5-te6tz-gj67-ug7z-julqkmebbuo7|2|54
54|20160505T154602+0200|024pa641-t9ln0-cfxo-pkmx-b026t4ep5n6r|64|72
81|20160505T154246+0200|y85qhoih-vqqc1-hsc2-x4cc-51wt3pck289e|80|44
58|20160505T154146+0200|7ag20j06-nye86-l6n5-l24t-sedssjtsxq8q|59|30
56|20160505T154651+0200|7gywdhz0-ajsb2-4gwc-xba6-nc972nmqz8hy|36|56
78|20160505T154734+0200|twt7c3c0-otqil-l6wa-icty-hk8axdwfylt1|51|23
9|20160505T154740+0200|ncdppicj-xbgwu-f1t0-hcyi-o4pr8atziaez|54|68
27|20160505T154923+0200|erz9srbl-ns899-sr1h-3fii-9kjczr69nvjh|9|16
56|20160505T154240+0200|kh01kc4n-umff5-wr8t-6d50-zemcsnlc35i3|36|4
58|20160505T154756+0200|ss1ieek1-zka25-5nq6-sj8r-judh4v7i994m|39|82
29|20160505T154102+0200|v9rq92lv-2h2zj-1ww6-6pbj-2g6lob14g7p7|14|56
98|20160505T154257+0200|s5vvvgea-4yzqj-zc76-92y3-pga3qrsmegyf|1|93
29|20160505T154435+0200|oendmzmv-t8f0e-a3pe-g5d5-7r1rxky8zy76|78|95
