70|48.28
75|66.11
42|58.84
16|16.28
7|84.94
38|49.83
3|96.67
33|60.35
66|63.35
85|76.29
50|09.26
65|48.89
69|36.18
42|65.36
90|40.26
18|00.96
28|70.98
93|83.57
62|10.49
8|31.80
55|62.84
14|50.89
94|55.32
30|23.60
71|99.67
34|51.40
4|35.68
26|70.96
53|22.90
52|27.45
1|32.22
58|41.05
0|74.70
31|42.83
56|55.09
66|53.42
92|87.12
69|73.11
48|93.27
31|70.17
71|26.75
22|34.68
88|45.47
31|02.86
97|35.49
1|42.27
56|67.64
97|58.53
20|21.99
56|80.98
46|54.38
95|94.17
56|03.00
78|69.50
46|55.08
51|00.12
47|02.09
7|76.81
19|88.09
64|55.55
55|01.32
23|41.06
7|85.67
31|76.72
1|98.75
30|28.09
21|32.85
82|31.74
28|25.75
81|86.68
4|95.94
48|52.22
7|87.58
15|82.21
34|03.22
26|52.70
6|43.12
52|61.62
16|71.87
12|56.63
36|24.71
36|59.66
73|03.16
81|17.81
24|56.88
38|87.07
2|67.48
59|93.64
17|31.00
88|68.83
30|30.49
62|78.91
27|82.45
68|59.17
22|09.50
60|72.84
93|26.85
25|39.06
2|09.77
68|64.95
7|23.48
83|55.64
49|41.40
90|92.01
24|14.28
66|03.83
88|59.02
14|22.62
12|47.15
41|14.82
68|58.00
9|58.89
13|12.04
30|18.54
45|18.02
28|84.91
18|99.58
69|77.50
59|71.02
42|73.63
77|88.31
80|89.94
35|38.41
26|11.54
27|98.24
20|19.76
14|34.12
22|32.82
55|74.77
41|40.22
80|35.58
50|41.59
15|62.11
86|87.84
25|93.94
30|05.61
21|73.25
7|43.56
54|18.26
23|36.72
59|76.69
68|49.56
6|93.76
11|74.79
2|25.34
34|11.35
97|18.23
38|82.32
72|54.99
61|93.80
15|38.47
66|19.78
16|41.73
47|35.77
61|95.31
7|13.95
49|19.84
69|18.29
13|67.27
40|86.01
56|99.57
47|04.68
4|47.88
42|97.67
14|10.65
55|66.20
19|52.32
71|77.67
92|71.25
75|50.13
55|68.12
81|35.92
60|24.52
61|43.70
89|35.47
29|98.34
40|78.54
37|11.67
59|86.84
5|66.95
76|92.93
57|09.80
66|94.32
33|29.21
69|89.37
70|52.42
0|54.66
89|71.45
2|14.08
17|03.01
19|66.59
99|43.67
52|34.33
49|43.44
70|67.79
89|36.49
34|65.33
85|33.73
65|95.85
79|50.10
61|83.82
26|07.33
54|08.26
11|86.10
38|78.87
24|46.23
74|51.01
62|14.03
22|29.21
23|05.13
30|80.28
46|71.00
52|09.58
24|87.37
97|83.73
68|16.97
1|28.49
11|34.20
17|56.21
4|15.92
53|22.48
89|35.58
2|53.77
77|59.93
87|99.18
41|13.01
47|89.70
17|22.34
79|54.49
26|69.19
20|55.28
70|93.43
2|42.29
96|62.50
83|78.55
35|78.87
18|12.55
14|07.79
54|59.84
37|35.09
85|26.56
11|37.32
34|32.40
53|09.44
94|15.24
32|04.63
96|90.51
62|10.61
89|51.78
85|97.25
87|20.41
84|11.25
60|29.20
82|13.88
31|81.11
72|00.56
48|39.15
67|93.94
78|32.63
41|34.15
84|47.37
81|77.21
13|67.01
14|19.53
12|17.36
69|32.78
16|57.64
79|98.61
59|83.85
97|29.53
46|44.52
99|08.88
73|87.24
66|09.54
82|82.44
48|53.77
43|92.14
68|55.46
52|32.55
43|00.85
70|99.95
22|98.98
84|97.05
17|07.16
54|70.36
15|86.25
65|68.95
60|43.30
0|72.40
36|36.40
7|60.83
55|32.49
85|49.47
11|75.18
39|56.14
86|00.41
69|20.66
7|36.14
3|42.51
92|76.93
38|57.01
30|81.96
8|12.99
55|97.39
57|16.00
93|62.47
18|27.79
70|32.07
44|09.72
86|40.58
78|82.03
51|03.74
73|14.51
80|94.53
30|12.13
84|91.41
44|08.08
20|89.22
61|48.82
76|34.36
17|81.14
68|91.42
3|67.52
75|86.08
12|60.12
41|25.14
78|18.95
16|68.77
80|65.08
36|52.16
86|58.71
36|75.85
30|73.39
62|63.14
97|70.28
78|19.01
63|69.22
40|19.13
36|09.98
75|10.65
86|11.73
36|75.79
57|73.42
33|84.24
97|70.51
2|54.80
99|58.78
9|28.07
1|22.11
25|07.71
67|92.28
17|59.22
79|64.78
80|16.55
29|63.63
94|51.58
98|01.68
26|17.86
73|55.91
68|41.34
66|79.62
5|60.12
95|07.16
96|51.58
33|99.22
47|74.24
87|66.16
68|36.30
97|63.60
15|59.02
37|59.86
