53|22.20
91|38.82
54|94.28
18|89.88
80|45.38
40|19.58
56|33.72
34|38.81
90|74.86
3|31.89
70|78.50
83|92.08
62|73.22
76|37.51
24|84.56
6|08.08
79|87.76
70|00.46
99|73.12
3|34.40
5|09.07
39|19.38
94|99.86
53|47.16
60|51.23
40|89.75
1|83.11
68|55.16
15|68.21
86|63.78
15|92.34
3|50.94
5|73.10
58|01.44
18|88.43
34|92.23
51|09.72
49|47.30
31|43.69
75|75.12
44|84.00
82|41.83
42|92.62
98|37.37
89|48.65
48|53.09
85|17.40
41|66.91
48|33.26
10|08.50
33|52.08
30|38.29
38|97.73
61|19.61
42|08.00
97|36.64
80|46.73
71|71.60
49|92.72
37|33.39
58|86.61
55|61.07
20|28.00
55|69.68
99|39.27
91|23.65
4|41.16
94|48.11
25|07.71
38|37.79
31|62.73
69|63.43
40|13.00
14|37.55
96|27.05
50|16.36
86|32.15
65|57.96
12|79.06
62|52.49
66|29.68
64|21.72
90|25.50
29|16.13
94|85.29
45|21.33
10|22.88
55|65.74
63|77.31
64|36.32
43|38.53
9|86.42
40|13.25
67|62.95
15|47.02
18|11.90
66|13.23
41|76.00
8|93.14
32|21.21
81|38.60
23|67.06
92|70.56
9|76.18
66|43.88
95|09.94
0|42.27
50|11.89
10|18.71
87|71.99
65|46.28
66|83.29
68|61.88
13|79.24
75|58.96
60|20.42
12|11.92
23|36.98
58|47.31
89|64.89
73|49.38
13|85.64
21|77.01
24|87.11
66|83.57
26|90.99
9|61.22
27|72.38
9|38.52
76|59.20
58|11.09
47|37.87
77|48.71
59|15.53
85|14.87
91|97.07
4|94.70
37|10.62
68|72.55
33|87.25
86|00.98
77|27.88
56|17.09
77|52.45
79|86.86
35|01.43
52|54.76
36|20.85
25|99.51
73|64.95
21|93.66
59|89.68
17|12.97
29|40.38
19|14.58
38|15.48
37|28.02
68|36.69
29|50.89
38|57.05
27|84.25
53|35.29
71|14.57
76|24.41
1|37.73
20|03.45
24|36.28
55|62.33
80|36.81
90|84.06
9|42.99
71|48.38
45|11.46
76|13.53
3|03.15
98|10.32
27|67.41
41|60.40
95|34.10
