886|4889.5
574|3818.4602
833|3690.4001
19|3615.48
463|3489.1199
29|3473.5999
546|3452.0
261|3258.8801
22|3233.74
445|3224.32
284|3181.72
345|3051.36
796|2992.43
166|2977.55
898|2951.55
255|2949.8699
926|2936.8801
755|2832.78
164|2759.12
908|2746.88
468|2712.81
98|2708.46
432|2660.31
428|2655.8599
845|2652.5999
150|2640.5999
325|2626.4001
515|2622.5999
861|2614.92
121|2565.45
556|2541.3
192|2537.73
323|2527.8
618|2519.81
616|2500.25
657|2494.18
573|2480.04
464|2446.5999
461|2432.52
569|2422.9602
564|2418.39
168|2405.74
129|2388.5398
79|2363.28
366|2362.47
529|2345.31
970|2341.44
53|2328.0999
260|2306.7
268|2303.76
563|2296.35
490|2290.3398
328|2269.68
489|2261.28
209|2254.0
528|2249.52
224|2247.3599
23|2245.2
41|2236.98
66|2231.0
749|2228.31
777|2212.6501
227|2207.68
230|2200.77
956|2197.28
891|2193.27
225|2168.6602
423|2151.55
823|2149.23
228|2148.5
612|2142.72
216|2140.56
13|2139.06
322|2136.2
875|2132.8801
622|2124.25
785|2095.32
16|2094.25
866|2067.56
269|2060.8
480|2039.4099
40|2035.53
265|2030.25
49|2027.68
414|2026.18
481|1992.75
30|1977.3
972|1961.3999
593|1946.3999
117|1943.28
96|1936.64
492|1932.8398
244|1930.53
595|1925.56
395|1923.3
202|1912.4001
174|1910.22
263|1906.5
667|1900.7999
773|1891.4501
