62|20160512T163132469+0200|4fql8b72-ocnjk-w4wa-xju0-6gu3du67lkgp|87|26
23|20160512T163205140+0200|ehrakp0v-bnbao-y4uu-re4c-4ps93xzdy55b|27|84
91|20160512T163127025+0200|55u8wzfl-zdt86-u9pu-wfy6-4ss4alpgs2ct|58|63
54|20160512T163221475+0200|frz4clzm-qtn8o-isjs-tw9d-wukozhicf83i|51|93
24|20160512T163731840+0200|vxze80b3-mhxdz-evcp-l95l-fsq2ty4339tp|57|45
11|20160512T163021685+0200|5ra12z2r-gv5xz-esws-fsi1-hokzf3mwjqij|49|4
39|20160512T163715506+0200|jornjpj9-a3nem-k6aj-vs3r-1m5djb6l3qs6|84|29
8|20160512T163704616+0200|ay0d8zrs-5ktn0-zud2-cneg-uvvxg1gbip90|65|25
84|20160512T163637391+0200|jybzs9kv-ke5jx-ie7z-8cpl-i1001icgtpxg|46|92
94|20160512T163521161+0200|vjj29qvq-hmu8g-sjga-e7hu-hb73vbu5wuh9|98|12
21|20160512T163216031+0200|agn647c3-mjbsm-ecgb-h396-qtzvzvae3452|52|73
56|20160512T163742731+0200|q7m38vgp-uuxez-dbz2-3ufb-93yp9mp7ey1z|1|54
33|20160512T163553832+0200|6mojm08o-qnmbm-fxkf-z4i9-nmt101f0kmge|53|18
81|20160512T163216032+0200|9297iixz-axuog-26xw-dgms-xpqjsvlu9skn|94|32
66|20160512T163021687+0200|7jkcbyu9-7o7pu-1v96-r86t-pii8gfzsh6zo|97|64
14|20160512T163842627+0200|b6dnifc5-okp89-9cj8-gp7z-0xxpackwqswc|66|86
56|20160512T163715507+0200|elgp87vd-xcgwz-jr4k-nrix-phzgvay0tsf6|86|73
17|20160512T163210587+0200|j1781zab-wkp4n-tdms-fu6z-0y9wplvooyxh|72|83
68|20160512T163848072+0200|cxwfnoex-mv5vd-gj1x-geo2-8hgvmz01ir5r|74|55
91|20160512T163221477+0200|n5lb2y2q-ul5n2-98et-74hf-c7h0wxa7wmya|47|17
